Sentence,Intent_label
Flowriding is similar to surfing but done on a man made artificial sheet wave.,sport
Sequence dancing in pairs or other formations is still a popular style of ballroom dance.,sport
Mixed sex sports also known as mixed gender sports or coed sports are individual and team sports whose participants are not of a single sex.,sport
"Archery is the art, sport, practice or skill of using a bow to shoot arrows.",sport
The word Archery comes from the Latin arcus.,sport
"Roller in line hockey or inline hockey is a variant of hockey played on a hard, smooth surface with players using inline skates to move and hockey sticks to shoot a hard, plastic puck into their opponent goal to score points.",sport
"Roller soccer, roller foot or roller football is a version of association football or soccer played on roller skates.",sport
"Indiaca is played on court across a net with similar rules to volleyball but instead of a ball, a large shuttlecock, sometimes also called an indiaca or featherball is used.",sport
There it became known as the giuoco del calcio fiorentino or Florentine kick game or simply calcio which is now also the name for association football in the Italian language.,sport
Ballroom dance is a set of partner dances which are enjoyed both socially and around the world.,sport
Ballroom dance may refer at its widest definition to almost any type of partner dancing as recreation.,sport
In general kung fu or kungfu or gung fu or gongfu refers to the Chinese martial arts also called wushu and quanfa.,sport
Pigeon shooting is a type of live bird wing shooting competition.,sport
The equipment for Pigeon shooting  can be specialized and purpose built.,sport
"Basque rural sports known as Deportes Rurales in Spanish or Herri Kirolak in Basque, is the term used for a number of sports competitions rooted in the traditional lifestyles of the Basque people.",sport
Pencak silat first made its debut in 1987 Southeast Asian Games and 2018 Asian Games both were held in Indonesia.,sport
"The first known cat agility contest was held in Albuquerque, New Mexico by Vickie Shields and three friends in 2003.",sport
"Gymnastics is a sport that includes exercises requiring balance, strength, flexibility, agility, coordination, and endurance.",sport
"Carom billiards, referring to games played on tables typically 10 feet in length, including balkline and straight rail, cushion caroms, artistic billiards and four ball.",sport
"Foot hockey is played indoors or outdoors and footwear is optional indoors, but must be worn by either all or none of the players.",sport
"Because of its performance and entertainment aspects ballroom dance is also widely enjoyed on stage, film, and television.",sport
"Because of its performance and entertainment aspects ballroom dance is also widely enjoyed on stage, film, and television.",sport
Ice climbing is the activity of ascending inclined ice formations.,sport
For amateurs the Budapest Bamako has been considered the world largest amateur rally raid spanning two continents and 9000 kilometers.,sport
"The most common form of competitive gymnastics is  artistic gymnastics which consists of the events floor, vault, uneven bars and beam for women.",sport
"The most common form of competitive gymnastics is  artistic gymnastics which consists of the events floor, vault, rings, pommel, parallel bars, and horizontal bar for men.",sport
Few images of medieval football survive.,sport
Footbag net is a sport in which players kick a footbag over a five foot high net.,sport
"Wallyball or rebound volleyball is a fast paced sport that is volleyball played in a racquetball court, where it is legal to hit the ball off of the walls.",sport
This image highlights the dangers of some medieval football games.,sport
Bull leaping is a form of non violent bull fighting based on an ancient ritual involving an acrobat leaping over the back of a charging bull or cow.,sport
Axe throwing is a sport in which the competitor throws an axe at a target attempting to hit the bulls eye as near as possible.,sport
In its declining years in North America Formula 5000 was modified into a closed wheel but still single seat sports car racing category.,sport
Because it has few requirements regarding equipment and can be played on most hard surfaces it is more accessible than ice hockey.,sport
While rally raid is most known for the Dakar Rally a number of international competitions also exist.,sport
"International  rally raid competitions include FIA World Cup for Cross Country Rallies  and FIA World Cup for Cross Country Bajas for cars, buggies, SSVs and trucks.",sport
"Freestyle scooterin is an action sport which involves using scooters to perform freestyle tricks, in a manner similar to skateboarding and BMX freestyle.",sport
Cycle sport is competitive physical activity using bicycles.,sport
Motorcycle speedway usually referred to as speedway is a motorcycle sport involving four and sometimes up to six riders competing over four anti clockwise laps of an oval circuit.,sport
"Chariot racing  was one of the most popular Iranian, ancient Greek, Roman and Byzantine sports.",sport
"Swimming is the self propulsion of a person through water, usually for recreation, sport, exercise, or survival.",sport
"Alertness, precision, daring, self confidence and self discipline are mental traits that can also be developed through gymnastics.",sport
"Brännboll or Brennball in Germany or rundbold in Denmark or brennball or slåball in Norway is a bat and ball game played on amateur level throughout Sweden, Finland, Norway, Denmark and Germany.",sport
Brennball is played mostly on fields and in public parks but it is also part of the PE curriculum in some areas.,sport
"The name Brännboll is derived from the act of catching a player between two bases at the end of a batting round, ie burning them roughly equivalent to being run out in cricket or out in baseball.",sport
The most well known of rally raid events is the Dakar Rally a marathon rally which can last anywhere from 10 to 15 days.,sport
In modern camel racing camels are often controlled by remote controlled robotic whips.,sport
Military sports are sports practiced by the military.,sport
Playboating is a discipline of whitewater kayaking or canoeing where the paddler performs various technical moves in one place or a playspot.,sport
As opposed to playboating in downriver whitewater canoeing or kayaking objective is to travel the length of a section of river.,sport
Footbag net games can be played to eleven or fifteen points although the winners must win by at least two points.,sport
"There are four main styles of snatch used squat snatch or  full snatch,  split snatch,  power snatch and  muscle snatch.",sport
Humans can hold their breath underwater and undertake rudimentary locomotive swimming within weeks of birth as a survival response.,sport
"The movements involved in gymnastics contribute to the development of the arms, legs, shoulders, back, chest, and abdominal muscle groups.",sport
There are 3 major subdivisions of games within cue sports.,sport
Baseball was discontinued after the 2008 Olympics in Beijing only to be revived again for the 2020 Olympics in Tokyo.,sport
The 2020 Olympics in Tokyo will see the introduction of new disciplines within a number of existing Summer Olympics sports as well as several new sports such as karate and skateboarding making their Olympic debuts.,sport
Pencak silat in Western writings sometimes spelled pentjak silat or phonetically as penchak silat is an umbrella term for a class of related Indonesian martial arts.,sport
"Wakeboarding is a surface watersport created from a combination of  water skiing, snow boarding and surfing techniques.",sport
"In horse show competition, the rider, rather than the horse is evaluated.",sport
"As a formalized sport swimming features in a range of local, national and international competitions including every modern Summer Olympics.",sport
The length of the event can be as short as 2 to 3 days for a cross country baja  to as long as 15 days with marathon rallies like the Dakar Rally with other cross country rally events lasting 4 to 5 days.,sport
In that context it is meant to describe any form of disorganized ice hockey that is played outdoors typically on a naturally frozen body of water.,sport
Wayne State University has a Division II program and once had Division I teams in men and women ice hockey but has since dropped both sports.,sport
"Truck and tractor pulling requires modified tractors to pull a heavy sled along an wide, long track, with the winner being the tractor that pulls the sled the farthest.",sport
"Formula 5000 or F5000 was an open wheel, single seater auto racing formula that ran in different series in various regions around the world from 1968 to 1982.",sport
Kemari has been revived in modern times.,sport
Kemari has been revived in modern times.,sport
"Parkour includes running, freerunning, climbing, swinging, vaulting, jumping, plyometrics, rolling, quadrupedal movement, crawling and other movements as deemed most suitable for the situation.",sport
Another fast growing boardsport is skurfing a mix of surfing and more conventional water sports in which the participant is towed behind the boat.,sport
A distinctive trait of Valencian pilota is that the spectators are often seated or standing very close to the court which means that they may be hit by the ball and thus become an unwilling part of the game.,sport
The most popular hybrid sport in terms of attendance and television viewers is international rules football.,sport
Part of the attraction and interest the media has shown towards extreme ironing seems to center on the issue of whether it is really a sport or not.,sport
Footbag net is governed by the International Footbag Players Association or IFPA.,sport
Footbag net Competitions take place all over the world but primarily in North America and Europe.,sport
"Participants in gymnastics related sports can include young children, recreational level athletes and competitive athletes at varying levels of skill, including world class athletes.",sport
Hornussen is an indigenous Swiss sport.,sport
"Judy Scheer Hoeschler a seven time world champion, has founded many of the world most successful logrolling programs and currently teaches logrolling in Minneapolis, Minnesota, USA.",sport
Pigeon shooting  was primarily a sport of the upper class and was held at resort locations such as Monaco and Havana.,sport
Land windsurfing is a sport similar to traditional windsurfing that is performed on land rather than water.,sport
"Pigeon racing requires a specific breed of pigeon bred for the sport, the Racing Homer.",sport
"Well known examples of cross country rallies  include the Abu Dhabi Desert Challenge, Rally of Morocco and the Rallye des Pharaons.",sport
"Goat racing is a sport that originated in Buccoo, Tobago, which is part of the twin island republic of Trinidad and Tobago.",sport
The Baja Aragón is an example of a cross country baja  with the Baja Russia Northern Forest taking place entirely in snow.,sport
In the Roman form of chariot racing teams represented different groups of financial backers and sometimes competed for the services of particularly skilled drivers.,sport
Dancesport events are sanctioned and regulated by dancesport organizations at the national and international level such as the World DanceSport Federation.,sport
The court dimensions and layout are similar to those of  doubles badminton.,sport
"A good equitation rider is always in balance with the horse, maintains a correct position in every gait, movement, or over a fence, and possesses a commanding, but relaxed, presence, able to direct the horse with nearly invisible aids.",sport
Medieval football is a modern term used for a wide variety of localised football games which were invented and played in Europe during the Middle Ages.,sport
"Camel racing is a popular sport in Pakistan, Saudi Arabia, Egypt, Bahrain, Kuwait, Jordan, Qatar, Somalia, United Arab Emirates, Oman, Australia and Mongolia.",sport
Angleball is a registered trademark and is sold exclusively by the Angleball company.,sport
Rabbiting also rabbit hunting and cottontail hunting is the sport of hunting rabbits.,sport
Drone racing began in Australia in late 2013 and early 2014 with a number of amateur pilots getting together for semi organised races in Brisbane and Melbourne.,sport
A mind sport is a game of skill where the competition is based on a particular type of the intellectual ability as opposed to physical exercise.,sport
"Snooker, English billiards and Russian pyramid, games played on a billiards table with six pockets called a snooker table.",sport
The Paralympic sports comprise all the sports contested in the Summer and Winter Paralympic Games.,sport
Paralympic sports refers to organized competitive sporting activities as part of the global Paralympic movement.,sport
The usual skiing on pistes is not generally counted as a mountain sport because the use of prepared slopes and the corresponding legal standards reduce risks to a minimum so that the skier or snowboarder does not have to take account of any significant risks.,sport
Locksport is the sport or recreation of defeating locking systems.,sport
Kite landboarding is similar to  Kite Surfing but the kite is used to pull the rider along flat ground often a hard packed sandy beach on a mountainboard.,sport
Chariot racing was dangerous to both drivers and horses as they often suffered serious injury and even death but these dangers added to the excitement and interest for spectators.,sport
Accounts of early versions of pato have been written since 1610.,sport
Blind Football is variation of futsal designed for players who are blind or visually impaired.,sport
Calva is a traditional sport played in certain parts of Spain.,sport
Pigeon racing is the sport of releasing specially trained racing pigeons which then return to their homes over a carefully measured distance.,sport
"Hand and ball striking games such as various handball codes, rebound handball and four square.",sport
The competitive side of playboating is known as freestyle kayaking formerly called rodeo.,sport
Nowadays various forms of tamburello are popular in many nations of the world.,sport
Surr is a sport played in the areas around Ayodhya in northern India.,sport
The rules of the sport are only slightly different from regular judo competitions.,sport
Hamster racing is a sport in which hamsters are placed in hamster wheels or hamster balls and raced down a straight 9 meter course.,sport
Trugo or TruGo or True Go is a sport or game developed in the western suburbs of Melbourne in Australia.,sport
"Usually ice climbing refers to roped and protected climbing of features such as icefalls, frozen waterfalls, and cliffs and rock slabs covered with ice refrozen from flows of water.",sport
Fierljeppen  or polsstokverspringen is a traditional sport of the West Frisian people in the Dutch province of Friesland.,sport
International Angleball which manages angleball has 13 current member countries.,sport
Originally named EuroTeam the TeamGym received its current name in 2002.,sport
The Union Internationale Motonautique governs powerboat racing while the Fédération Aéronautique Internationale governs air sports including airplane racing.,sport
"Pigeon shooting has fallen out of widespread favor due to costs and alternative shooting sports such as trap shooting, skeet shooting and sporting clays and of course, animal rights activism over a blood sport.",sport
The split snatch has become much less common with the increased popularity of the squat snatch but is occasionally performed by some lifters.,sport
FPV drone racing is a sport type where participants control drones typically small radio controlled aircraft or quadcopters equipped with cameras while wearing head mounted displays showing the live stream camera feed from the drones.,sport
A hybrid sport is one which combines two or more sports in order to create a new sport or to allow meaningful competition between players of those sports.,sport
In  platform diving the diver jumps from a high stationary surface.,sport
"TeamGym events consist of three sections women, men and mixed teams.",sport
A mountain sport or Alpine sport is one of several types of sport that take place in hilly or mountainous terrain.,sport
Using these stilts is also called powerbocking a corrupted version of the name of the stilts inventor Alexander Boeck.,sport
"Various names for powerbocking are power rizing, blade running and jump stilting in which athletes use special leg attachments called jump stilts.",sport
Surr is played between two teams each of which needs to have a minimum of four players.,sport
Started in 1925 by a Barbadian Samuel Callendar the goat racing historically occurs on the Tuesday after Easter day which is known as Easter Tuesday in Trinidad and Tobago and is an unofficial public holiday in Tobago.,sport
Extreme ironing has become something of a cult in recent years with ironists taking their chores to places as inhospitable as the Antarctic.,sport
"Esports also known as electronic sports, e sports or eSports is a form of sport competition using video games.",sport
One recent development in the sport of pigeon racing is one loft racing where birds are raced against each other under the same training regimen from the same location.,sport
Pedestrianism was a 19th century form of competitive walking often professional and funded by wagering from which the modern sport of racewalking developed.,sport
Canicross can be run with one or two dogs always attached to the runner.,sport
Genna is the oldest game practiced in Ethiopia.,sport
Genna has been practised for centuries but the exact history and the time of creation are not known.,sport
Genna  is practiced only in Ethiopia.,sport
Gena is closely associated with Gena the January 7 celebration of Christmas from which it gets its name.,sport
Target based sports have two main genres namely bowling and darts each of which have a great number of variations.,sport
As in  water skiing the rider is towed behind a boat or a  cable skiing setup.,sport
Flowriding takes place on an artificial wave called the FlowRider or the FlowBarrel.,sport
It has origins mainly in Namibia where boardsport sandboarding  can also be practised.,sport
"Equestrianism more often known as horse riding in British English or horseback riding in American English includes the disciplines of riding, driving or vaulting with horses.",sport
Tamburello named Tambass in Piedmont is a court game invented in the northern provinces of Italy during the 16th century.,sport
Indiaca can be played by two individual players facing each other or by small teams.,sport
Jugger is a sport inspired by the 1989 film The Salute of the Jugger released as The Blood of Heroes in the United States in which a game of the same name is played.,sport
Dancesport is competitive ballroom dancing as contrasted to social or exhibition dancing.,sport
The physical demand of dancesport has been the subject of scientific research.,sport
In 2009 Footscray the second oldest trugo club in the state closed.,sport
Other names used are  trip skating and  wild skating.,sport
Dutch skating is called toerschaatsen and is regarded by some as a sport in its own right.,sport
In angling casting is the act of throwing bait or a lure using a fishing line out over the water using a flexible fishing rod.,sport
"The sport of chinlone is played by men, women, and children often together interchangeably.",sport
Parkour is a discipline using movement that developed from military obstacle course training.,sport
Kamari is a ball game that was popular in Japan during the Heian period.,sport
Kırkpınar is a Turkish oil wrestling tournament.,sport
Slacklining refers to the act of walking or balancing along a suspended length of flat webbing that is tensioned between two anchors.,sport
Buzkashi is a Central Asian sport in which horse mounted players attempt to place a goat or calf carcass in a goal.,sport
"Bodyboarding is wave riding consisting of a small, roughly rectangular piece of foam, shaped to a hydrodynamic form.",sport
Bodyboarding is also referred to as Boogieboarding due to the invention of the Boogie Board by Tom Morey.,sport
Some follow the International version which is referred to as Jugger while others use a model that more closely resembles The Game that is played in the movie most commonly referred to as Wasteland Jugger.,sport
Indoor American football has historically had very little presence in New York State compared to elsewhere with only the Rochester Raiders currently playing as of 2014.,sport
Indoor American football a thriving amateur outdoor circuit with several leagues plays primarily in the summer months.,sport
Non racquet net sports include volleyball and sepak takraw.,sport
Beach soccer is in the program of Asian Beach Games and was incorporated in 2008.,sport
Beach soccer at the Asian Beach Games is a beach soccer competition of the Asian Beach Games first held in 2008 in Indonesia.,sport
Woodball is a sport where a mallet is used to pass a ball through gates.,sport
Skateboarding was then invented by surfers looking to surf on land.,sport
"A newer form of Flickerball commonly called Thunderdome originated in Berwyn, Illinois at Morton West High School.",sport
In the case of  wheelchair dancesport at least one of the dancers is in a wheelchair.,sport
Peteca is a traditional sport in Brazil played with a hand shuttlecock from indigenous origins and reputed to be as old as the country itself.,sport
"Woodball can be played in grass, sand or indoor.",sport
Wallyball may have roots in an earlier game known as Deckerball which used similar mechanics and was played as early as 1972.,sport
Flickerball was first played at Davidson College in 195 when it evolved as an alternative to touch football.,sport
"Vehicles used in sailing are known as sail wagons, sand yachts or land yachts.",sport
Diving platforms for FINA sanctioned meets must be at least long and wide.,sport
Canicross is closely related to bikejoring where participants cycle with their dog and skijoring where participants ski rather than run.,sport
Jallikattu is typically practised in the Indian state of Tamil Nadu as a part of Pongal celebrations on Mattu Pongal day which occurs annually in January.,sport
Angleball is a registered sports fitness organization and patented equipment manufacturer for North America oldest sport anejodi.,sport
The golden era of neppis in the sandpits of Finnish residential areas was the late 1970s.,sport
Bearing the same general relation as Squash does to Racquets.,sport
Slacklining is similar to and tightrope walking.,sport
Slacklines in slacklining differ from tightwires and tightropes in the type of material used and the amount of tension applied during use.,sport
The sport is known as the world most powerful motorsport due to the multi engined modified tractor pullers.,sport
In chinlone players are walking while passing the ball with one player in the center of the circle.,sport
The name flickerball was developed in the mid 1950s and the game is still a traditional game at Davidson College.,sport
Mountainboarding is similar to snowboarding but on snowless peaks in between winter seasons.,sport
Snowskating is similar to snowboarding but there are no bindings used.,sport
In  Khmer wrestling the dancing is as important as the wrestling.,sport
In  Khmer wrestling There is a pre match ritual dancing before the match in which the wrestlers dance and move to the music.,sport
Although very fast chinlone is meant to be entertaining and fluid as if it were more of a performance or dance.,sport
"In colloquial usage billiards may be used colloquially to refer to pocket billiards games such as pool, snooker or Russian pyramid.",sport
Athletics now plays a significant part in providing routine physical exercise.,sport
"volleyball, footvolley, headis or sepak takraw where players must hit the ball with body.",sport
Mountainboarding is similar to skateboarding in the way that mountainbiking is similar to regular biking.,sport
Competitive running grew out of religious festivals in various areas.,sport
Running has been described as the world most accessible sport.,sport
"In 1978 skiffing and punting were reintroduced making it the only regatta in the country that still provides racing for rowing, skiffing and punting.",sport
In the early 2000s the Flowriding League Of The World tour was established which hosts a World Championship event each year.,sport
Freeboarding is often said to be the board whose feel is the most similar to snowboarding.,sport
This allows the rider to distribute his weight to only one edge as in snowboarding.,sport
Semi Body contact is commonly allowed and the goalies commonly use baseball caps as gloves.,sport
Running in humans is associated with improved health and life expectancy.,sport
Riverboarding is a boardsport in which the participant is prone on the board with fins on his or her feet for propulsion and steering.,sport
Windsurfing is also known as sailboarding.,sport
Windsurfing involves travel over water on a small metre board powered by wind acting on a single sail.,sport
It evolved to the current form of wrestling.,sport
The sport is still practiced today in wrestling clubs in Pursat and Kampong Chhnang.,sport
Indiaca differs from jiànzi or featherball a very similar game originating in Vietnam and China where the shuttlecock is controlled with the feet.,sport
Neppis is a competitive outdoor sport played in Finland simulating race driving.,sport
Neppis is played with small toy cars on sand.,sport
In the 11th Century the scholar and philosopher Avicenna spoke of this type of wrestling.,sport
Stand Up Paddle Surfing is a variant of surfing where one always a stands up on the board and propels oneself by a one bladed paddle without lying down on the board.,sport
There are also rinks built specifically for hockey played on foot and they are referred to as  dek hockey or  ball hockey rinks.,sport
"It is a combination of athletics, calisthenics and sports.",sport
Similar to the game of hacky sack the chinlone is played by individuals passing the ball between each other within a circle without using their hands.,sport
In 2008 Australia and Ireland came to Germany to take part in the 1st German Open making it the first two continent tournament in Jugger.,sport
A bill was introduced in the Argentine legislature in 2010 to elevate football to the status of national sport and reduce to a traditional sport.,sport
The official neppis car is made of plastic and resembles a 1950s racing car with metal axles and sturdy black plastic wheels.,sport
Neppis is played on a race track made of sand which is typically made by smoothing out the sand with the sole.,sport
Consequently there are differences in equipment and skating styles between these two regions.,sport
In Canada and United States this style is often called  Nordic skating.,sport
Consideration should also be given to other sports such as Moto cross and Bicycle Moto cross ie BMX and cycling which all involve riding or racing in packs of riders.,sport
The cricket match played between the United States and Canada is the first ever International match played in any sport.,sport
Sandboarding is a recreational activity similar to snowboarding that takes place on sand dunes rather than snow covered hills.,sport
Esports often takes the form of organized multiplayer video game competitions particularly between professional players individually or as teams.,sport
Kitesurfing is also known as kiteboarding.,sport
Boards similar to those known from windsurfing or wakeboarding are propelled by an inflatable or foil power kite allowing for high speeds and high jumps.,sport
"Bodyboarding is a water sport in which the surfer rides a bodyboard on the crest, face and curl of a wave which is carrying the surfer towards the shore.",sport
This Delachian style of Flickerball named for its creator Jim Delach incorporates many of the same structures of the original game but alters the rules for play.,sport
Parkour is an activity that can be practiced alone or with others and is usually carried out in urban spaces though it can be done anywhere.,sport
"Parkour involves seeing the environment in a new way and imagining the potential for navigating it by movement around, across, through, over and under its features.",sport
The first ever Jugger international tournament took place in Hamburg Germany on 20 May 2007 between the Irish team Setanta and a number of the Northern German teams.,sport
Locksport followers enjoy the challenge and excitement of learning to defeat all forms of locks.,sport
"Locksport followers often gather together in sport groups to share knowledge, exchange ideas, and participate in a variety of recreational activities and contests.",sport
Some sports such as mixed martial arts are scored on impacting an opponent while others including rugby require tackling of players.,sport
"The word hiking is also often used in the UK along with rambling, hillwalking and fell walking.",sport
Four wheeled motorsport competition is globally governed by the Fédération Internationale de Automobile or FIA.,sport
Two wheeled motorsport competition is globally governed by the Fédération Internationale de Motocyclisme or FIA.,sport
Skimboarding is a discipline of surfing involving riding a board on wet sand or shallow water.,sport
Previous Olympic Games included sports that are no longer included in the current program such as polo and tug of war.,sport
The transformation of jugger into a real sport happened independently in Germany and Australia.,sport
Jugger as sport is gaining popularity in Germany especially with university and college teams with its own league.,sport
The increasing availability of online streaming media platforms particularly YouTube and Twitch have become central to the growth and promotion of esports competitions.,sport
Outside of Asia esports are also popular in Europe and the Americas with both regional and international events taking place in those regions.,sport
Running is a method of terrestrial locomotion allowing humans and other animals to move rapidly on foot.,sport
The term running can refer to any of a variety of speeds ranging from jogging to sprinting.,sport
Neppis is advertised as the cleanest motor sport.,sport
The counterevent to Rally Finland called Small Rally Finland was based on neppis.,sport
Calva was a game for shepherds who threw stones at bull horns to entertain themselves.,sport
With the passing of time calva was modified and a piece of wood came to be substituted for the horn while the stone was replaced with a cylinder of iron or steel.,sport
Parkour was developed in France primarily by Raymond Belle and further by his son David.,sport
Neppis cars can also be tuned by cutting away parts of the chassis or adding weight to the bottom however in some instances the local rules forbid tuning.,sport
Detroit is known for its avid hockey fans.,sport
The existence of the World Rowing U23 Championships recognises that adults aged 18 to 22 have not yet reached peak condition.,sport
The popularity and recognition of esports first took place in Asia specifically in China and South Korea.,sport
South Korea licensed professional players for esports since 2000.,sport
During the 1930s regulated through the efforts of ranch owner Alberto del Castillo Posse who drafted a set of rules inspired by modern polo.,sport
Athletics is a term encompassing the human competitive sports and games requiring physical skill and the systems of training that prepare athletes for competition performance.,sport
In contrast with amateur boxing the professional bouts are typically much longer and can last up to twelve rounds though less significant fights can be as short as four rounds.,sport
with the emergence of dancesport in modern times the term has become narrower in scope and traditionally refers to the five International Standard and five International Latin style dances.,sport
By the 2010s esports was a significant factor in the video game industry with many game developers actively designing and providing funding for tournaments and other events.,sport
Baseball players are selected for their talents and are paid to play for a specific team or club system.,sport
Athletics has gained significant importance at educational institutions and talented athletes may gain entry into higher education through athletic scholarships and represent their institutions in athletic conferences.,sport
"Originally canicross dogs were of sledding or spitz types such as the husky or malamute but now all breeds have begun taking part including cross breeds, small terrier breeds to large breeds such as rottweilers and standard poodles.",sport
There are seven different types of sheet waves that can be used for flowriding however the two main wave structures which are recognized at a competitive level are the FlowRider Single and Double and the FlowBarrel.,sport
Although predominantly a male sport today Khmer wrestling was once practiced by both sexes as female wrestlers are also displayed on the Banteay Srei temple.,sport
Although the legitimacy of esports as a true sporting competition remains in question they have been featured alongside traditional sports in some multinational events in Asia.,sport
The International Olympic Committee has discussed the inclusion of esports into future Olympic events.,sport
By the late 2010s it was estimated that the total audience of esports would grow to 454 million viewers with revenue increasing to over 1 billion.,sport
Such rinks can also be used for  roller hockey games.,sport
Surfing is the grandfather of all board sports and is a surface water sport that involves the participant being carried by a breaking wave.,sport
"The most common video game genres associated with esports are multiplayer online battle arena, first person shooter, fighting, card games, battle royales and real time strategy.",sport
Despite its large video game industry esports in Japan is relatively underdeveloped.,sport
Most of New York teams below the AAA level are slated for a mass shutdown in 2020 as part of a reorganization plan proposed for minor league baseball.,sport
Skysurfing is a kind of skydiving in which the skydiver wears a board attached to their feet and performs surfing style aerobatics during freefall.,sport
In crab racing large blue crabs and their jockeys are placed in the centre of a large circle drawn in the sand and coaxed towards the circle perimeter by their jockeys through a bamboo pole with a string attached to the crab.,sport
"Tournaments such as the League of Legends World Championship, Dota 2 International and the fighting game specific Evolution Championship Series and Intel Extreme Masters are among the most popular in esports.",sport
As sporting pursuits both pole climbing and mast climbing may have begun as either martial exercises or physical training related to the invention and development of sailing ships.,sport
Jallikattu is a traditional spectacle in which a bull of Pulikulam or Kangayam breeds is released into a crowd of people and multiple human participants attempt to grab the large hump on the bull back with both arms and hang on to it while the bull attempts to escape.,sport
The first trugo club was established by former railway worker Thomas Grieves in the suburb of Yarraville in 1936.,sport
The first trugo competitive match between clubs was played between Yarraville and Footscray at the Western Oval in June 1937.,sport
Nordic skating is a popular activity in Sweden but is also becoming more popular in Finland and Norway.,sport
Minimal or no hockey equipment is worn by the runners depending on player preferences.,sport
The American Hockey League has five of its 30 teams in upstate New York.,sport
"Attacking players attempt to dodge, evade and pass a rugby ball while defenders attempt to prevent them scoring by tagging.",sport
Kneeboarding is a discipline of surfing where the rider paddles on his belly into a wave on a kneeboard then rides the wave face typically on both knees.,sport
One of the more common lengths of endurance races has been running for roughly six hours.,sport
Endurance races can be run either to cover a set distance in laps as quickly as possible or to cover as much distance as possible over a preset amount of time.,sport
One of the more common lengths of endurance races has been running for 1000 kilometres or roughly six hours.,sport
Longer endurance races can run for 1000 miles for 12 hours or even 24 hours.,sport
"Strong spectator figures, media interest and television coverage of endurance racing Triple Crown events has led to the establishment of several endurance racing series.",sport
"While  Nordic skating usually involves tours over open ice on marshes, lakes, rivers or sea in the Netherlands skaters follow marked routes on frozen canals and connected lakes.",sport
A large proportion of youth partaking in these sports together with aesthetic damage to property from sports like skateboarding has led to many board sports being marginalized by the greater world of sports in the past.,sport
One of the oldest recorded illustrations of wrestling is a bronze statuette dated to around 2600 BC found in 1938 at Khafaji near Baghdad and now stored in the National Museum of Iraq.,sport
The name is derived from MINi hocKEY and originated in Australia more than 20 years ago.,sport
A similar game is popular in Canada where it is generally referred to as mini hockey.,sport
Originally intended as a game for children neppis has been fit into an adult taste the size of the cars has increased and they can be self made bringing rise to the challenging side of the sport for example  MRC neppis.,sport
"At the start of the 2018 season the principal trugo clubs are Ascot Vale, Brunswick, Brunswick City, Footscray, Port Melbourne, Sandridge, South Melbourne, Eagles and Yarraville.",sport
It is not hard to conceive of a person who is familiar with the concept of skiing or sledding standing sideways on a plank of wood and riding down a snow covered slope.,sport
Similar to modern tennis two individuals or teams are placed face to face separated either by a line on the ground or a net in all of modern modalities except for the frontó.,sport
Anejodi rules were reestablished as an American tradition during World War 2 at Brown University by collegiate Hall of Fame football and basketball coach Charles Engle.,sport
According to the Cherokee Nation Anejodi is a sport played between two even teams who compete over control of a ball which is used to strike a target on top of a pole.,sport
Street surfing a split deck board connected by a spring rod to allow each half of the board to twist independently from the other each side only having 1 caster wheel allowing for tight maneuvers and self propulsion.,sport
In more organized forms it is played in rinks which often were designed for  roller hockey and can be indoor or outdoor rinks.,sport
Mona Karin Riisnes holds two national records in relay races both in 4 x 100 metres relay with 44.91 seconds from June 1994 in Istanbul and in 4 x 400 metres relay with 3:32.76 minutes from the 1991 World Championships in Athletics in Tokyo.,sport
The contact in contact sports can also include impact via a piece of sporting equipment such as being struck by a hockey stick or football.,sport
The Canadian version is usually unstructured and played by children with mini hockey sticks approximately 20 inches in length inside homes and schools although some more structured leagues do exist.,sport
Unlike the Ontario version Sockey is most commonly played on outdoor hockey rinks in Fall and Spring using a soccer ball designating specific board panels as nets and full body contact is permitted.,sport
"The high kick is a traditional Inuit event performed at the Arctic Winter Games, the World Eskimo Indian Olympics and other traditional events.",sport
"The high kick is a traditional Inuit event performed at the Arctic Winter Games, the World Eskimo Indian Olympics and other traditional events.",sport
The Inuit one foot high kick is a traditional competition that is similar to the two foot high kick.,sport
The one foot high kick tests the strength and agility of a hunter.,sport
The one foot high kick was also used to signal a successful hunt in some communities.,sport
A short film made by Alethea Arnaquq Baril for the 2010 Winter Olympics in Vancouver shows Arctic Winter Games champion Johnny Issaluk performing a one foot high kick .,sport
The two foot high kick or akratcheak is a traditional Inuit jumping event that occurs at many Arctic sports competitions.,sport
In two foot high kick athletes must jump using two feet touch a hanging target with both feet and land on both feet maintaining balance.,sport
The two foot high kick is often considered the most demanding Arctic sport.,sport
The two foot high kick has its origin in subsistence whale hunting when a whale was taken a messenger would run to the village and kick both feet in the air once within eyeshot.,sport
The Alaskan high kick kicking a target straight above with the balancing foot to reach a target then land on the balancing and kicking foot.,sport
Pole sports or poling merges dance and acrobatics using a vertical metal pole.,sport
"In Pole sports or poling the athletes climb up, spin from, hang off, flip onto, jump off and invert on poles.",sport
"Poling requires agility, strength, balance, endurance and flexibility.",sport
Poling can serve as a form of cardiorespiratory exercise and improve muscle strength and flexibility.,sport
Pole sports athletes include men and women of a variety of ages and physical abilities including para athletes who perform alone or with others.,sport
